model_name,lit__title,lit__year,lit__journal,lit__doi,lit__volume,lit__issue,lit__data_linked,lit__code_linked,lit__training_set,casf__year,casf__n_complexes,casf__target,casf__target_unit,casf__target_normalized,reported__pearson_r,availability_type,link,license,last_commit_date,has_readme,install_instructions,explicit_versions,environment_file,install_script,preprocessing_scripts,inference_scripts,training_scripts,pretrained_weights,notebook,example_input_data,example_intermediate_data,example_output_predictions,study_fork__link,study_fork__changes_summary,data_repo__link,data_repo__doi,data_repo__license,data_repo__description,env__python_version,env__conda_env_name,env__conda_env_file,env__cuda_toolkit,env__hardware,repro__status,repro__troubleshooting_time,repro__failure_notes,repro__checkpoint_used,repro__pearson_r,repro__notes,barrier__no_public_code,barrier__web_server_only,barrier__supplementary_only,barrier__missing_weights,barrier__missing_preprocessing_code,barrier__missing_inference_code,barrier__missing_environment_spec,barrier__notebook_only,barrier__time_limit_reached,failure__missing_weights,failure__missing_preprocessing_code,failure__missing_inference_code,failure__missing_environment_spec,failure__broken_dependencies,failure__hard_coded_paths,failure__runtime_error,failure__incorrect_results,failure__undocumented_data_format,failure__hardware_incompatibility,failure__checkpoint_ambiguity
GIaNt,GIaNt: Protein-Ligand Binding Affinity Prediction via Geometry-Aware Interactive Graph Neural Network,2024,IEEE Transactions on Knowledge and Data Engineering,https://doi.org/10.1109/TKDE.2023.3314502,36,5,no,yes,PDBbind v.2016 refined,2016,285,pK,,,0.814,github,https://github.com/PaddlePaddle/PaddleHelix/tree/dev/apps/drug_target_interaction/giant,CC BY-NC-SA 4.0,2023-07-26,True,False,True,False,False,True,False,True,False,False,,,,,,,,,,,,,,,Not attempted,,,,,,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
GIGN,Geometric Interaction Graph Neural Network for Predicting Protein–Ligand Binding Affinities from 3D Structures (GIGN),2023,Journal of Physical Chemistry Letters,https://doi.org/10.1021/acs.jpclett.2c03906,14,8,yes,yes,PDBbind v.2016 general,2016,285,pK,,,0.84,github,https://github.com/guaguabujianle/GIGN,MIT,2023-08-02,True,False,True,False,False,True,True,True,True,False,,,,https://github.com/jeavesj/gign,Added a full conda environment file; refactored preprocessing to accept a CSV of complex IDs and skip already-processed entries; added None-graph filtering and per-inference timing to the predict script.,https://zenodo.org/records/7490623#.Y60PTnZBxD8,10.5281/zenodo.7490623,CC BY 4.0,preprocessed graphs,3.9,ehign_pla,https://github.com/jeavesj/GIGN/blob/main/environment.yml,11.3,MSU HPCC amd24-H200,Statistically reproduced,<2h,,https://github.com/jeavesj/GIGN/blob/main/GIGN/model/20221121_074758_GIGN_repeat0/model/epoch-532%2C%20train_loss-0.1162%2C%20train_rmse-0.3408%2C%20valid_rmse-1.1564%2C%20valid_pr-0.7813.pt,0.85,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GraphScoreDTA,GraphscoreDTA: optimized graph neural network for protein–ligand binding affinity prediction,2023,Bioinformatics,https://doi.org/10.1093/bioinformatics/btad340,39,6,yes,yes,PDBbind v.2019 general,2016,285,pK,,,0.831,github,https://github.com/CSUBioGroup/GraphscoreDTA,GPL-3.0,2024-05-16,True,True,True,True,False,False,True,True,True,False,,,,,,https://github.com/CSUBioGroup/GraphscoreDTA/releases/tag/Data,,MIT,preprocessed graphs,,,,,,Not attempted,,,,,,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
HAC-Net,HAC-Net: A Hybrid Attention-Based Convolutional Neural Network for Highly Accurate Protein–Ligand Binding Affinity Prediction,2023,Journal of Chemical Information and Modeling,https://doi.org/10.1021/acs.jcim.3c00251,63,7,yes,yes,PDBbind v.2020 general,2016,285,pK,,,0.846,github,https://github.com/gregory-kyro/HAC-Net,MIT,2024-12-08,True,True,False,False,False,True,True,True,True,True,,,,https://github.com/jeavesj/HAC-Net,"Added a self-contained CLI script (`HACNet_CLI.py`) enabling single-pass batch inference over the CASF-2016 coreset without the original notebook workflow; added a conda environment file, a shell driver script, and a utility to merge per-complex prediction CSVs.",https://drive.google.com/drive/folders/1yB2voUxwzhrQRh0JXnOD3BzY8ZQrbgUK?usp=sharing,,,"Extracted features for many datasets and for deeper analyses (e.g., ablation studies), model weights, intermediate graphs",3.12,hacnet,https://github.com/jeavesj/HAC-Net/blob/main/environment.yml,12.8,MSU HPCC amd24-H200,"Runnable, not reproducible",8-12h,"The limitations in reproducibility are likely, in large part, from the use of the no-longer-supported ACC2 API for charge calculation.",https://github.com/gregory-kyro/HAC-Net/tree/main/HACNet/parameter_files,0.777,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
HaPPy,A Multi-perspective Model for Protein–Ligand-Binding Affinity Prediction,2023,Interdisciplinary Sciences: Computational Life Sciences,https://doi.org/10.1007/s12539-023-00582-y,15,4,partial,yes,PDBbind v.2016 general,2016,285,pK,,,0.827,github,https://github.com/Jthy-af/HaPPy,MIT,2023-06-12,True,True,True,True,False,True,False,True,False,False,partial,no,no,,,,,,,,,,,,Not attempted,,,,,,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
HydraScreen,HydraScreen: A Generalizable Structure-Based Deep Learning Approach to Drug Discovery,2024,Journal of Chemical Information and Modeling,10.1021/acs.jcim.4c00481,64,15,yes,yes,PDBbind v.2020 general,2016,285,pK,,,0.86,github,https://github.com/Ro5-ai/hydrascreen,Non-Commercial Use,2024-06-25,True,True,True,True,False,False,False,False,False,False,no,no,no,,,,,,,,,,,,Not attempted,,API only with no accessible source code,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IGModel,A new paradigm for applying deep learning to protein–ligand interaction prediction,2024,Briefings in Bioinformatics,https://doi.org/10.1093/bib/bbae145,25,3,no,yes,PDBbind v.2019 general,2016,285,pK,,,0.831,github,https://github.com/zchwang/IGModel,MIT,2025-01-04,True,True,False,True,False,True,True,True,True,False,,,,https://github.com/jeavesj/IGModel,Added a full conda environment file and a utility to merge per-complex prediction CSVs; rewrote `run_scoring.sh` as a batch loop over the CASF-2016 coreset with conda module loading; added per-complex inference timing to `scripts/scoring.py`.,,,,,3.9.23,igmodel,https://github.com/jeavesj/IGModel/blob/master/environment_amd20-v100.yml,11.8,MSU HPCC amd20-V100,"Runnable, not reproducible",2-4h,Three ligands failed to parse (RDKit errors). Attempted with both available checkpoints and reported best results (obtained with saved_model.pth),https://github.com/jeavesj/IGModel/blob/master/models/saved_model.pth,0.45,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
IMCPiDB-Score,Protein-ligand binding affinity prediction based on profiles of intermolecular contacts,2022,Computational and Structural Biotechnology Journal,https://doi.org/10.1016/j.csbj.2022.02.004,20,,no,yes,PDBbind v.2020 refined,2016,285,pK,,,0.791,github,https://github.com/debbydanwang/BAP,MIT,2021-10-15,True,False,False,False,False,False,True,True,False,False,no,no,no,,,,,,,,,,,,Not attempted,,,,,,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False
LGN,Improving structure-based protein-ligand affinity prediction by graph representation learning and ensemble learning,2024,PLOS One,https://doi.org/10.1371/journal.pone.0296676,,,yes,yes,PDBbind v.2016 refined,2016,285,pK,,,0.842,github,https://github.com/gojx1998/LGN,,2023-05-17,True,False,False,False,False,True,True,True,False,False,,,,,,,,,,,,,,,Not attempted,,,,,,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
LigityScore,LigityScore: A CNN-Based Method for Binding Affinity Predictions,2022,Biomedical Engineering Systems and Technologies,https://doi.org/10.1007/978-3-031-20664-1_2,1710,,no,yes,PDBbind v.2018 general,2016,285,pK,,,0.725,gitlab,https://gitlab.com/josephazzopardi/ligityscore,,2021-04-26,True,True,True,True,False,True,True,True,True,True,partial,no,no,,,,,,,,,,,,Not attempted,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MFE,MFE - Surface-based Multimodal Protein-Ligand Binding Aﬀinity Prediction,2024,Bioinformatics,https://doi.org/10.1093/bioinformatics/btae413,40,7,partial,yes,PDBbind v.2016 general,2016,285,pK,,,0.851,github,https://github.com/Sultans0fSwing/MFE,,2024-03-30,True,True,True,True,False,True,False,True,False,False,,,,,,,,,,,,,,,Not attempted,,,,,,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
MM-DRPNet,MM-DRPNet: A multimodal dynamic radial partitioning network for enhanced protein–ligand binding affinity prediction,2024,Computational and Structural Biotechnology Journal,https://doi.org/10.1016/j.csbj.2024.11.050,23,,partial,yes,PDBbind v.2016 general (partial),2016,285,pK,,,0.884,github,https://github.com/Bigrock-dd/MMDRPv1,,2024-11-22,True,True,True,True,False,True,True,True,False,False,partial,partial,no,,,,,,,,,,,,Not attempted,,,,,,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MP-GNN,Multiphysical graph neural network (MP-GNN) for COVID-19 drug design,2022,Briefings in Bioinformatics,https://doi.org/10.1093/bib/bbac231,23,4,no,yes,PDBbind v.2016 refined,2016,285,pK,,,0.85,github,https://github.com/Alibaba-DAMO-DrugAI/MGNN,,2022-11-01,True,False,True,False,False,True,True,True,False,False,,,,,,,,,,,,,,,Not attempted,,,,,,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MSECIF,Multi-shelled ECIF: improved extended connectivity interaction features for accurate binding affinity prediction,2023,Bioinformatics Advances,10.1093/bioadv/vbad155,3,1,partial,yes,PDBbind v.2016 refined,2016,285,pK,,,0.877,github,https://github.com/koji11235/MSECIFv2,MIT,2025-02-23,True,False,False,False,False,True,False,True,False,False,partial,no,no,,,,,,,,,,,,Not attempted,,,,,,False,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False
MSSDTA,Predicting Protein-Ligand Binding Affinity with Multi-Scale Structural Features,2023,IEEE International Conference on Bioinformatics and Biomedicine (BIBM),10.1109/BIBM58861.2023.10385328,,,no,no,PDBbind v.2019 general,2016,285,pK,,,0.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not attempted,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OnionNet-2,OnionNet-2: A Convolutional Neural Network Model for Predicting Protein-Ligand Binding Affinity Based on Residue-Atom Contacting Shells,2021,Frontiers in Chemistry,https://doi.org/10.3389/fchem.2021.753002,9,,no,yes,PDBbind v.2019 general,2016,285,pK,,,0.864,github,https://github.com/zchwang/OnionNet-2,GPL-3.0,2024-03-01,True,True,True,False,False,True,True,True,True,False,,,,https://github.com/jeavesj/OnionNet-2,"Added CPU and GPU conda environment files; added a `--name` argument to `predict.py` and changed CSV output to append mode; rewrote `run_predict.sh` as a coreset loop with automatic obabel SDF-to-PDB conversion; added SLURM submission scripts for AF3, Boltz2, and GNINA-apo docked structures.",https://zenodo.org/records/10728089,10.3389/fchem.2021.753002,CC BY 4.0,model checkpoint,3.9,onionnet2_gpu,https://github.com/jeavesj/OnionNet-2/blob/master/onionnet2_gpu_env.yml,,MSU HPCC amd24-H200,Statistically reproduced,6-8h,,https://zenodo.org/records/10728089,0.851,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3-Score,Development of a polynomial scoring function P3-Score for improved scoring and ranking powers,2023,Chemical Physical Letters,https://doi.org/10.1016/j.cplett.2023.140547,824,,no,yes,PDBbind v.2019 refined,2016,285,pK,,,0.735,github,https://github.com/lichuang0/P3-Score,,2022-11-20,True,False,False,False,False,False,True,False,False,False,no,no,no,,,,,,,,,,,,Not attempted,,,,,,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False
PerSpect ML,Persistent spectral–based machine learning (PerSpect ML) for protein-ligand binding affinity prediction,2021,Science Advances,https://doi.org/10.1126/sciadv.abc5329,7,19,yes,yes,PDBbind v.2016 refined,2016,285,pK,,,0.84,github,www.github.com/fdmm1989/PersistentHodgeLaplacian,MIT,2021-01-21,True,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,Not attempted,,,,,,False,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False
PIGNet2,PIGNet2: a versatile deep learning-based protein–ligand interaction prediction model for binding affinity scoring and virtual screening,2024,Digital Discovery,https://doi.org/10.1039/D3DD00149K,3,2,yes,yes,PDBbind v.2016 refined,2016,285,pK,,,0.747,github,https://github.com/ACE-KAIST/PIGNet2,MIT,2024-03-05,True,True,True,True,False,True,True,True,True,False,partial,no,no,https://github.com/jeavesj/PIGNet2,"Updated dependencies from CUDA 11.1 to CUDA 12.x (torch 1.9→2.4.1, PyG 2.0.3→2.4.0); fixed `.keys`→`.keys()` for PyG 2.x API in `data.py`; added `_fix_and_sanitize()` to `generate_data.py` to correct MDL-misencoded carboxylate/guanidinium/sulfonate/iminium groups in PDBbind SDF files; added defensive error handling in `protonate_mol()`; rewrote `write_predictions()` for CSV output with timing column and append-mode per-complex accumulation; added `install.sh`, SLURM batch script, local `dimorphite_dl` shim (no longer on PyPI), and conda environment file.",https://doi.org/10.5281/zenodo.8091220,https://doi.org/10.5281/zenodo.8091220,CC BY 4.0,training and test datasets,3.9.18,pignet2,https://github.com/jeavesj/PIGNet2/blob/main/msu_hpcc_amd24-h200_environment.yml,12.1,MSU HPCC amd24-H200,"Runnable, not reproducible",2-4h,Dependencies incompatible with modern software stacks; preprocessing bugs related to mol reading,https://github.com/jeavesj/PIGNet2/blob/main/src/ckpt/pda_0.pt,0.505,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
PLANET,PLANET: A Multi-objective Graph Neural Network Model for Protein–Ligand Binding Affinity Prediction,2023,Journal of Chemical Information and Modeling,https://pubs.acs.org/doi/10.1021/acs.jcim.3c00253,64,7,partial,yes,PDBbind v.2020 general,2016,285,pK,,,0.824,github,https://github.com/ComputArtCMCG/PLANET,,2023-12-20,True,False,True,True,False,False,True,True,True,False,,,,,,,,,,,,,,,Not attempted,,Instructions for manual preprocessing with Maestro software were provided in readme,,,,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
